Name;Rank;Level;Class;Race;Sex;Last Online (Days);Main/Alt;Player Alts;Join Date;Promo Date;Rank History;Birthday;Public Note;Officer Note;Custom Note;Faction
Dracoheal;Arch Fiendling;60;Priest;Dwarf;Female;0.79;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;20 Nov '25;23 Nov '25;Arch Fiendling: 23 Nov '25,Altling: 21 Nov '25,Imp: 21 Nov '25,Imp: 21 Nov '25,Imp: 20 Nov '25;;Dracolins [Ench]112/[Eng]300;Joined: 20 Nov '25;;Alliance
Dracoherb;Arch Fiendling;60;Druid;Night Elf;Female;1;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;29 May '26;29 May '26;Arch Fiendling: 29 May '26,Imp: 29 May '26;;Draco in Monaco;Joined: 29 May '26 ;;Alliance
Dracohunter;Arch Fiendling;60;Hunter;Dwarf;Female;0.13;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;20 Nov '25;23 Nov '25;Arch Fiendling: 23 Nov '25,Altling: 21 Nov '25,Imp: 21 Nov '25,Imp: 21 Nov '25,Imp: 20 Nov '25;;Draco in the Sabana;Joined: 20 Nov '25;;Alliance
Dracolight;Arch Fiendling;60;Druid;Night Elf;Female;0.04;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;20 Nov '25;23 Nov '25;Arch Fiendling: 23 Nov '25,Imp: 21 Nov '25,Imp: 21 Nov '25,Imp: 20 Nov '25;;Draco with a cigarette;Joined: 20 Nov '25;;Alliance
Dracolóck;Arch Fiendling;60;Warlock;Gnome;Female;0.04;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;17 Dec '25;03 Feb '26;Arch Fiendling: 03 Feb '26,Imp: 17 Dec '25;;Draco Magician [Alc]300/[TL]33;Joined: 17 Dec '25;;Alliance
Dracomage;Arch Fiendling;60;Mage;Gnome;Female;0.04;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;18 Apr '26;18 Apr '26;Arch Fiendling: 18 Apr '26,Imp: 18 Apr '26;;Draco shopping at Temu;Joined: 18 Apr '26 ;;Alliance
Dracomagic;Arch Fiendling;60;Mage;Gnome;Female;1;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;20 Nov '25;23 Nov '25;Arch Fiendling: 23 Nov '25,Imp: 21 Nov '25,Imp: 21 Nov '25,Imp: 20 Nov '25;;Draco on Theatre [Eng]/[Alc]1;Joined: 20 Nov '25;;Alliance
Dracomine;Arch Fiendling;60;Warrior;Human;Female;0.13;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;14 May '26;14 May '26;Arch Fiendling: 14 May '26,Imp: 14 May '26;;Draco lrning mixed martial arts;Joined: 14 May '26 ;;Alliance
Draconaderix;Arch Fiendling;60;Warlock;Gnome;Female;0.13;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;21 Nov '25;23 Nov '25;Arch Fiendling: 23 Nov '25,Imp: 20 Nov '25;;Draco at the Beach;Joined: 21 Nov '25;;Alliance
Draconature;Arch Fiend;60;Druid;Night Elf;Female;0.08;Main;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;20 Nov '25;03 Dec '25;Arch Fiend: 03 Dec '25,Arch Fiendling: 21 Nov '25,Void Knight: 21 Nov '25,Fel Reaver: 21 Nov '25,Altling: 21 Nov '25,Imp: 21 Nov '25,Imp: 21 Nov '25,Imp: 20 Nov '25;;Dracopopolution [Alc]/[Eng]300;Joined: 20 Nov '25;;Alliance
Draconaz;Arch Fiendling;60;Warrior;Human;Male;0.08;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;20 Nov '25;23 Nov '25;Arch Fiendling: 23 Nov '25,Imp: 21 Nov '25,Imp: 21 Nov '25,Imp: 20 Nov '25;;Draco in russia [Mine]/[BS]300;Joined: 20 Nov '25;;Alliance
Draconette;Arch Fiendling;60;Paladin;Human;Female;0.08;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;20 Nov '25;23 Nov '25;Arch Fiendling: 23 Nov '25,Imp: 21 Nov '25,Imp: 21 Nov '25,Imp: 20 Nov '25;;Draco in Itali [Eng]/[Herb]300;Joined: 20 Nov '25;;Alliance
Draconisse;Arch Fiendling;18;Paladin;Dwarf;Male;10;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;28 Nov '25;28 Nov '25;Arch Fiendling: 28 Nov '25,Imp: 28 Nov '25;;Draco i guess? xD;Joined: 28 Nov '25;;Alliance
Dracorogue;Arch Fiendling;60;Rogue;Gnome;Female;0.88;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;20 Nov '25;23 Nov '25;Arch Fiendling: 23 Nov '25,Altling: 20 Nov '25,Altling: 21 Nov '25,Altling: 20 Nov '25,Imp: 20 Nov '25;;Draco stealing candys;Joined: 20 Nov '25;;Alliance
Dracosilver;Arch Fiendling;60;Paladin;Human;Female;0.02;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;31 Jan '26;11 Feb '26;Arch Fiendling: 11 Feb '26,Imp: 31 Jan '26;;Draco Heal [Skin]/[Mine]300;Joined: 31 Jan '26 ;;Alliance
Dracosmash;Arch Fiendling;60;Paladin;Dwarf;Male;0.08;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracostar-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;30 Jun '26;30 Jun '26;Arch Fiendling: 30 Jun '26,Imp: 29 Jun '26;;Draco full send drunk;Joined: 30 Jun '26;;Alliance
Dracostar;Imp;1;Paladin;Human;Female;41;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Monkeybutler-WildGrowth,Zgstella-WildGrowth;17 Apr '26;17 Apr '26;Imp: 17 Apr '26;;;Joined: 17 Apr '26 ;;Alliance
Dragonslock;Altling;10;Warlock;Human;Female;252;Alt;Barthdruid-WildGrowth,Barthlock-WildGrowth,Barthmage-WildGrowth,Barthpala-WildGrowth,Barthpriest-WildGrowth,Barthun-WildGrowth(main),Barthunter-WildGrowth,Silithuslock-WildGrowth;22 Nov '25;24 Nov '25;Altling: 24 Nov '25;;Barthun?;Joined: 22 Nov '25;;Alliance
Drangsa;Imp;60;Paladin;Human;Female;100;Main;Drangse-WildGrowth;06 Apr '26;06 Apr '26;Imp: 06 Apr '26;;main;Joined: 06 Apr '26 ;;Alliance
Drangse;Altling;60;Druid;Night Elf;Female;100;Alt;Drangsa-WildGrowth(main);06 Apr '26;06 Apr '26;Altling: 06 Apr '26,Imp: 06 Apr '26;;Drangsa;Joined: 06 Apr '26 ;;Alliance
Dreadnes;Altling;60;Priest;Human;Male;0.79;Alt;Dreadness-WildGrowth(main),Dreadnés-WildGrowth,Dreadnéss-WildGrowth;30 Jan '26;11 Feb '26;Altling: 11 Feb '26,Imp: 30 Jan '26;;Dreadness [Ench]/[TL]225;Joined: 30 Jan '26 ;;Alliance
Dreadness;Void Knight;60;Paladin;Human;Male;0.79;Main;Dreadnes-WildGrowth,Dreadnés-WildGrowth,Dreadnéss-WildGrowth;05 Jan '26;08 Mar '26;Void Knight: 08 Mar '26,Fel Reaver: 16 Jan '26,Imp: 05 Jan '26;;Daddy Dread main [BS]/[Mine]300;Joined: 05 Jan '26;;Alliance
Dreadnés;Altling;60;Druid;Night Elf;Male;0.79;Alt;Dreadnes-WildGrowth,Dreadness-WildGrowth(main),Dreadnéss-WildGrowth;02 Feb '26;02 Feb '26;Altling: 02 Feb '26,Imp: 02 Feb '26;;DaddyFirecat Dreadness ;Joined: 02 Feb '26 ;;Alliance
Dreadnéss;Altling;60;Mage;Gnome;Male;0.79;Alt;Dreadnes-WildGrowth,Dreadness-WildGrowth(main),Dreadnés-WildGrowth;05 Jan '26;05 Jan '26;Altling: 05 Jan '26,Imp: 05 Jan '26;;Sugar Daddy Dread;Joined: 05 Jan '26;;Alliance
Dreamzqt;Imp;60;Warrior;Gnome;Female;35;;;25 Jun '26;25 Jun '26;Imp: 25 Jun '26;; [BS]290/[Eng]285;Joined: 25 Jun '26 ;;Alliance
Drflo;Altling;34;Druid;Night Elf;Female;42;;;01 May '26;03 May '26;Altling: 03 May '26,Imp: 01 May '26;;Omize alt;Joined: 01 May '26 ;;Alliance
Drgsas;Imp;20;Paladin;Human;Female;29;;;02 Jun '26;02 Jun '26;Imp: 02 Jun '26;;;Joined: 02 Jun '26 ;;Alliance
Druidten;Imp;25;Druid;Night Elf;Female;3;;;23 Jun '26;23 Jun '26;Imp: 23 Jun '26;;;Joined: 23 Jun '26 ;;Alliance
Druraid;Altling;60;Druid;Night Elf;Female;91;Alt;Meminpal-WildGrowth,Meminto-WildGrowth(main),Meminvoid-WildGrowth;26 Nov '25;26 Nov '25;Altling: 26 Nov '25,Imp: 26 Nov '25;;Meminto [Alc]/[Herb]300;Joined: 26 Nov '25;;Alliance
Druxm;Altling;60;Druid;Night Elf;Female;9;Alt;Hunxm-WildGrowth,Paxm-WildGrowth,Pxm-WildGrowth,Rxm-WildGrowth(main),Unycorn-WildGrowth,Waxm-WildGrowth;13 May '26;13 May '26;Altling: 13 May '26,Imp: 13 May '26;;Rxm [LW]250;Joined: 13 May '26 ;;Alliance
Duckiling;Fel Reaver;60;Rogue;Human;Female;100;Main;Duckkin-WildGrowth;03 Dec '25;03 Dec '25;Fel Reaver: 03 Dec '25,Imp: 03 Dec '25;;Duck of the Rond Table;Joined: 03 Dec '25;;Alliance
Duckkin;Altling;60;Druid;Night Elf;Female;106;Alt;Duckiling-WildGrowth(main);27 Nov '25;04 Dec '25;Altling: 04 Dec '25,Imp: 27 Nov '25;;Little Dicky [Alc]/[Herb]300;Joined: 27 Nov '25;;Alliance
Dziki;Fel Reaver;60;Druid;Night Elf;Male;1;Main;;29 Dec '25;13 Jul '26;Fel Reaver: 13 Jul '26,Imp: 29 Dec '25;;main Friend Loashi [Alc]300;Joined: 29 Dec '25;;Alliance
Eatbread;Imp;60;Hunter;Night Elf;Male;29;;;30 Jun '26;30 Jun '26;Imp: 30 Jun '26;;main [LW]125/[Skin]251;Joined: 30 Jun '26;;Alliance
Eatspicy;Imp;60;Paladin;Dwarf;Male;28;;;27 Jun '26;27 Jun '26;Imp: 27 Jun '26;; [Mine]78/[BS]1;Joined: 27 Jun '26 ;;Alliance
Eddit;Imp;60;Hunter;Night Elf;Female;29;;;01 Jul '26;01 Jul '26;Imp: 01 Jul '26;; [Skin]274/[Mine]300;Joined: 01 Jul '26 ;;Alliance
Elbruunie;Imp;60;Druid;Night Elf;Female;0.58;;;14 Jun '26;14 Jun '26;Imp: 14 Jun '26;;;Joined: 14 Jun '26 ;;Alliance
Elefantbajs;Fel Reaver;60;Druid;Night Elf;Female;3;Main;Tigermasken-WildGrowth;21 Jun '26;13 Jul '26;Fel Reaver: 13 Jul '26,Imp: 21 Jun '26;; [LW]/[Skin]300;Joined: 21 Jun '26 ;;Alliance
Elefay;Imp;60;Warrior;Human;Female;16;;;08 May '26;08 May '26;Imp: 08 May '26;;main [Herb]4/[Alc]134;Joined: 08 May '26 ;;Alliance
Elihdin;Imp;60;Paladin;Human;Male;0.04;;;22 Jul '26;22 Jul '26;Imp: 22 Jul '26;;My name ELIH - Ret/Prot;Joined: 22 Jul '26 ;;Alliance
Elkho;Altling;60;Warrior;Human;Male;0.5;Alt;Arconteg-WildGrowth,Arkcorn-WildGrowth,Bearlins-WildGrowth,Bladecorn-WildGrowth,Dastyrlock-WildGrowth,Gnorumbras-WildGrowth,Resticlothy-WildGrowth,Spycorn-WildGrowth(main),Tankone-WildGrowth;23 Nov '25;23 Nov '25;Altling: 23 Nov '25,Imp: 23 Nov '25;;Spycorn [BS]167/[Mine]300;Joined: 23 Nov '25;;Alliance
Ellendris;Imp;53;Warrior;Night Elf;Female;0.58;Main;;14 Jul '26;14 Jul '26;Imp: 14 Jul '26;;main [BS]34/[Mine]31;Joined: 14 Jul '26 ;;Alliance
Escarbo;Imp;60;Rogue;Human;Male;11;Main;;14 Jun '26;14 Jun '26;Imp: 14 Jun '26;; [Alc]/[Herb]300;Joined: 14 Jun '26 ;;Alliance
Eulenvlees;Altling;60;Druid;Night Elf;Female;12;Alt;Demonfleisch-WildGrowth,Kleinfleisch-WildGrowth,Knackfleisch-WildGrowth(main);30 Nov '25;15 Dec '25;Altling: 15 Dec '25,Imp: 31 Nov '25;;Knackfleisch [Eng]/[Mine]300;Joined: 30 Nov '25 ;;Alliance
Evilbot;Fel Reaver;60;Rogue;Night Elf;Female;46;Alt;Bottis-WildGrowth,Bøttarn-WildGrowth,Evilheals-WildGrowth,Evilhunta-WildGrowth,Evillockis-WildGrowth,Evilyoda-WildGrowth;06 May '26;22 May '26;Fel Reaver: 22 May '26,Altling: 14 May '26,Imp: 06 May '26;;Main [Skin]78;Joined: 06 May '26 ;;Alliance
Evilfresh;Imp;10;Warlock;Human;Female;38;;;17 Jun '26;17 Jun '26;Imp: 17 Jun '26;;Evil;Joined: 17 Jun '26 ;;Alliance
Evilheals;Imp;15;Paladin;Human;Female;38;Alt;Bottis-WildGrowth,Bøttarn-WildGrowth,Evilbot-WildGrowth,Evilhunta-WildGrowth,Evillockis-WildGrowth,Evilyoda-WildGrowth;22 Jun '26;22 Jun '26;Imp: 22 Jun '26;;;Joined: 22 Jun '26 ;;Alliance
Evilhunta;Altling;7;Hunter;Night Elf;Male;74;Alt;Bottis-WildGrowth,Bøttarn-WildGrowth,Evilbot-WildGrowth,Evilheals-WildGrowth,Evillockis-WildGrowth,Evilyoda-WildGrowth;17 May '26;17 May '26;Altling: 17 May '26,Imp: 17 May '26;;Evil;Joined: 17 May '26 ;;Alliance
Evillockis;Altling;60;Warlock;Gnome;Male;48;Alt;Bottis-WildGrowth,Bøttarn-WildGrowth,Evilbot-WildGrowth,Evilheals-WildGrowth,Evilhunta-WildGrowth,Evilyoda-WildGrowth;26 Apr '26;26 Apr '26;Altling: 26 Apr '26,Imp: 26 Apr '26;;Evilpallyh [Mine]/[Eng]300;Joined: 26 Apr '26 ;;Alliance
Evilpallyh;Altling;60;Paladin;Human;Male;46;Main;Bottmage-WildGrowth;26 Apr '26;22 May '26;Altling: 22 May '26,Imp: 26 Apr '26;;Evil [Skin]254/[Ench]300;Joined: 26 Apr '26 ;;Alliance
Evilwife;Imp;60;Hunter;Night Elf;Female;19;;;26 May '26;26 May '26;Imp: 26 May '26;;Belongs to Evil [Alc]1/[Herb]4;Joined: 26 May '26 ;;Alliance
Evilyoda;Imp;60;Mage;Gnome;Female;94;Alt;Bottis-WildGrowth,Bøttarn-WildGrowth,Evilbot-WildGrowth,Evilheals-WildGrowth,Evilhunta-WildGrowth,Evillockis-WildGrowth;27 Jan '26;27 Jan '26;Imp: 27 Jan '26;; [Ench]/[TL]300;Joined: 27 Jan '26 ;;Alliance
Eviscerond;Arch Fiendling;46;Rogue;Night Elf;Male;2;Alt;Boomrond-WildGrowth,Boromoney-WildGrowth,Carnagebonk-WildGrowth,Divinrond-WildGrowth,Faraheal-WildGrowth,Healrond-WildGrowth(main),Irvdruid-WildGrowth,Irvh-WildGrowth,Irvmend-WildGrowth,Irvpal-WildGrowth,Mayhempots-WildGrowth,Meanrond-WildGrowth,Sarumancer-WildGrowth,Steelrond-WildGrowth,Wyverond-WildGrowth;14 Jun '26;20 Jun '26;Arch Fiendling: 20 Jun '26,Imp: 14 Jun '26;;Crouching tiger hidden Rondo;Joined: 14 Jun '26 ;;Alliance
Exodini;Altling;60;Paladin;Human;Male;0.92;Alt;Clauddiejr-WildGrowth,Claudiea-WildGrowth,Claudini-WildGrowth(main),Clodette-WildGrowth,Clozy-WildGrowth,Goauld-WildGrowth,Gogordito-WildGrowth;28 Feb '26;30 Feb '26;Altling: 30 Feb '26,Imp: 27 Feb '26;;Claudini [Ench]57/[Skin]94;Joined: 28 Feb '26 ;;Alliance
Eyrith;Altling;60;Druid;Night Elf;Female;84;Alt;Cyriøn-WildGrowth,Tiggadin-WildGrowth,Tiggrou-WildGrowth(main);21 Nov '25;21 Nov '25;Altling: 21 Nov '25;;Tiggrou [Mine]/[Herb]300;Joined: 21 Nov '25;;Alliance
Fahtima;Imp;40;Hunter;Dwarf;Female;0.08;;;28 Jul '26;28 Jul '26;Imp: 28 Jul '26;;Katakura Alt;Joined: 28 Jul '26 ;;Alliance
Fakenews;Altling;60;Warrior;Night Elf;Female;0.5;Alt;Fbx-WildGrowth,Lbx-WildGrowth,Mbx-WildGrowth,Pbx-WildGrowth(main),Ubx-WildGrowth;06 May '26;27 May '26;Altling: 27 May '26,Imp: 06 May '26;;pbx is here [Eng]/[Alc]300;Joined: 06 May '26 ;;Alliance
Faraheal;Altling;14;Paladin;Human;Male;0.67;Alt;Boomrond-WildGrowth,Boromoney-WildGrowth,Carnagebonk-WildGrowth,Divinrond-WildGrowth,Eviscerond-WildGrowth,Healrond-WildGrowth(main),Irvdruid-WildGrowth,Irvh-WildGrowth,Irvmend-WildGrowth,Irvpal-WildGrowth,Mayhempots-WildGrowth,Meanrond-WildGrowth,Sarumancer-WildGrowth,Steelrond-WildGrowth,Wyverond-WildGrowth;26 Dec '25;16 Jan '26;Altling: 16 Jan '26,Imp: 26 Dec '25;;Drunk rondo, dont tell the kids;Joined: 26 Dec '25;;Alliance
Farligbølle;Imp;60;Warrior;Dwarf;Male;2;;;20 Jul '26;20 Jul '26;Imp: 20 Jul '26;;aaah for helved [Eng]/[Mine]300;Joined: 20 Jul '26 ;;Alliance
Fbx;Altling;60;Hunter;Night Elf;Female;0.46;Alt;Fakenews-WildGrowth,Lbx-WildGrowth,Mbx-WildGrowth,Pbx-WildGrowth(main),Ubx-WildGrowth;21 May '26;10 Jun '26;Altling: 10 Jun '26,Imp: 21 May '26;;Pbx is here [Eng]300/[Alc]279;Joined: 21 May '26 ;;Alliance
Fenchel;Imp;60;Druid;Night Elf;Female;150;Main;Brennessel-WildGrowth,Hagebutte-WildGrowth,Liebstöckel-WildGrowth;05 Feb '26;05 Feb '26;Imp: 05 Feb '26;;main [Alc]/[Herb]300;Joined: 05 Feb '26 ;;Alliance
Fleischnackn;Fel Reaver;60;Rogue;Night Elf;Male;1;Main;;14 Jan '26;16 Jan '26;Fel Reaver: 16 Jan '26,Imp: 14 Jan '26;;main [Eng]/[Alc]300;Joined: 14 Jan '26;;Alliance
